119;1566.00;10.23;1652.00;big
120;1201.00;10.90;1809.00;big
120;907.00;12.95;1811.00;big
121;1719.00;9.70;1069.00;big
121;1800.00;10.90;950.00;big
122;2946.00;9.70;1204.00;big
122;3020.00;10.20;1167.00;big
123;3181.00;10.30;1085.00;big
123;2866.00;12.32;1118.00;big
124;3235.00;9.60;1141.00;big
124;3316.00;9.78;1144.00;big
125;3274.00;12.98;1296.00;big
125;3401.00;18.88;1311.00;big
126;3208.00;10.90;1510.00;big
126;3286.00;10.35;1510.00;big
127;3216.00;10.53;1584.00;big
127;3274.00;9.80;1586.00;big
128;3353.00;9.90;1688.00;big
128;3276.00;9.70;1691.00;big
129;3454.00;10.40;1659.00;big
129;3466.00;9.90;1590.00;big
130;3532.00;11.25;1336.00;big
130;3474.00;12.90;1371.00;big
131;3439.00;9.73;1437.00;big
131;3519.00;10.38;1424.00;big
132;3954.00;10.90;1480.00;big
132;3770.00;9.70;1402.00;big
133;3621.00;12.07;1566.00;big
133;3592.00;9.60;1489.00;big
134;3721.00;12.43;1664.00;big
134;3713.00;16.12;1573.00;big
135;3222.00;13.78;187.00;big
135;3074.00;14.12;278.00;big
136;2661.00;11.48;858.00;big
136;2872.00;10.88;803.00;big
137;4167.00;10.30;1045.00;big
137;4239.00;10.38;1057.00;big
138;4464.00;9.82;855.00;big
138;4410.00;9.90;943.00;big
139;4617.00;9.70;1280.00;big
139;4642.00;13.07;1362.00;big
140;4480.00;12.93;1201.00;big
140;4460.00;13.03;1304.00;big
141;3986.00;19.65;1234.00;big
141;4012.00;21.05;1219.00;big
142;4035.00;9.88;1747.00;big
142;4000.00;9.50;2030.00;big
143;4926.00;12.57;1445.00;big
143;4780.00;10.20;1597.00;big
144;4730.00;11.65;1707.00;big
144;4484.00;10.90;1609.00;big
145;3609.00;10.60;1789.00;big
145;3447.00;9.90;1745.00;big
146;4105.00;10.62;1624.00;big
146;4232.00;10.50;1697.00;big
147;4246.00;14.55;1441.00;big
147;1691.00;10.05;901.00;big
148;4053.00;10.15;1084.00;big
148;3948.00;9.80;1029.00;big
149;4991.00;12.10;1283.00;big
149;4882.00;11.28;1209.00;big
150;4730.00;10.25;1381.00;big
150;4822.00;11.30;1426.00;big
151;50.00;10.18;2030.00;big
151;4795.00;9.90;187.00;big
152;5475.00;12.55;62.00;big
152;5566.00;11.55;162.00;big
153;4525.00;12.10;534.00;big
153;4710.00;9.88;512.00;big
154;4630.00;10.43;702.00;big
154;4561.00;10.45;641.00;big
155;4699.00;10.50;903.00;big
155;4748.00;10.78;777.00;big
156;2545.00;13.15;1895.00;big
156;2466.00;9.80;1899.00;big
157;1894.00;9.78;953.00;big
157;1946.00;9.80;946.00;big
158;4651.00;11.15;1112.00;big
158;4610.00;9.70;1191.00;big
159;4452.00;13.25;1079.00;big
159;4546.00;10.00;1036.00;big
160;1485.00;9.50;1971.00;big
160;1525.00;9.50;1879.00;big
161;4970.00;12.53;576.00;big
161;5093.00;10.75;526.00;big
162;3093.00;9.50;1316.00;big
162;3015.00;9.50;1412.00;big
163;2948.00;10.18;1342.00;big
163;3020.00;9.50;1317.00;big
164;1601.00;9.50;1312.00;big
164;1463.00;9.50;1295.00;big
165;387.00;9.50;1901.00;big
165;815.00;9.60;1749.00;big
166;273.00;9.50;695.00;big
166;439.00;9.50;729.00;big
167;2901.00;9.50;1649.00;big
167;2865.00;9.50;1701.00;big
168;2955.00;9.50;1921.00;big
168;2882.00;9.50;1747.00;big
169;660.00;9.50;714.00;big
169;892.00;9.50;737.00;big
170;113.00;9.50;1486.00;big
170;348.00;9.50;1427.00;big
171;5193.00;9.50;1184.00;big
171;5242.00;9.50;1357.00;big
172;109.00;9.98;430.00;big
172;5579.00;9.75;363.00;big
173;329.00;9.50;445.00;big
173;461.00;11.62;366.00;big
174;5594.00;9.50;947.00;big
174;129.00;9.50;868.00;big
175;3510.00;11.90;308.00;big
175;3544.00;10.28;389.00;big
176;2586.00;9.70;931.00;big
176;2629.00;12.28;1102.00;big
177;3002.00;11.28;665.00;big
177;3077.00;11.10;794.00;big
178;3228.00;11.93;658.00;big
178;3119.00;11.00;664.00;big
179;3356.00;14.23;660.00;big
179;3362.00;12.32;558.00;big
180;4784.00;13.80;1327.00;big
180;4804.00;12.10;1260.00;big
181;4377.00;9.90;660.00;big
181;4435.00;9.70;596.00;big
182;4400.00;10.07;704.00;big
182;4359.00;11.05;781.00;big
183;4305.00;10.62;933.00;big
183;4308.00;11.65;1025.00;big
184;3934.00;9.90;1175.00;big
184;3861.00;11.28;1093.00;big
185;3048.00;9.50;1916.00;big
185;3187.00;11.55;1983.00;big
186;3108.00;11.80;1890.00;big
186;3042.00;11.45;1796.00;big
187;5022.00;10.30;408.00;big
187;4887.00;10.20;433.00;big
188;5079.00;10.12;116.00;big
188;5118.00;10.98;254.00;big
189;3450.00;9.50;905.00;big
189;3416.00;9.50;961.00;big
190;3562.00;11.93;923.00;big
190;3687.00;9.70;1007.00;big
191;1740.00;10.40;1655.00;big
191;1647.00;11.53;1593.00;big
192;1405.00;11.78;1444.00;big
192;1434.00;10.10;1578.00;big
193;1054.00;16.02;1461.00;big
193;1012.00;15.45;1562.00;big
194;4382.00;19.50;1189.00;big
194;4307.00;21.15;1226.00;big
195;3188.00;10.25;1236.00;big
195;3216.00;9.50;1285.00;big
196;3609.00;9.50;1085.00;big
196;3683.00;9.80;1074.00;big
197;3340.00;9.50;1103.00;big
197;3392.00;9.50;1014.00;big
198;3111.00;9.50;1646.00;big
198;3047.00;9.50;1626.00;big
199;2976.00;9.50;1626.00;big
199;2962.00;9.50;1693.00;big
200;2788.00;9.70;1462.00;big
200;2807.00;10.00;1500.00;big
201;2730.00;13.57;1340.00;big
201;2716.00;12.93;1373.00;big
202;2716.00;12.78;1295.00;big
202;2763.00;14.15;1286.00;big
203;3157.00;9.80;1164.00;big
203;3094.00;10.12;1142.00;big
204;2930.00;12.85;1246.00;big
204;2841.00;13.23;1238.00;big
205;3300.00;10.40;1092.00;big
205;3309.00;10.70;1033.00;big
206;3284.00;11.20;813.00;big
206;3310.00;10.48;942.00;big
207;3057.00;13.25;1333.00;big
207;3031.00;10.85;1276.00;big
208;2731.00;15.00;1212.00;big
208;2682.00;14.23;1159.00;big
209;3370.00;9.80;1477.00;big
209;3362.00;9.90;1527.00;big
210;3325.00;10.00;1604.00;big
210;3381.00;9.95;1610.00;big
211;2721.00;9.57;1253.00;big
211;2713.00;9.50;1253.00;big
212;2952.00;13.28;1787.00;big
212;2922.00;14.53;1757.00;big
213;3221.00;12.90;381.00;big
213;3293.00;13.62;452.00;big
214;4539.00;9.50;111.00;big
214;4413.00;9.50;175.00;big
215;3520.00;9.70;1169.00;big
215;3477.00;12.28;1233.00;big
216;3292.00;9.50;1754.00;big
216;3310.00;9.50;1748.00;big
